StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q2_5_TEXT,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q15,Q15_15_TEXT,Q16_1,Q16_2,Q16_3,Q16_4
3/15/2021 6:02,3/15/2021 6:07,IP Address,100,312,TRUE,3/15/2021 6:07,R_1JQqkOjJwfeBVHp,anonymous,EN,Trauma Troopers,Team leadership was shared between all team members throughout the term and decisions were made in democratic way,,We have our own WhatsApp group chat where we work on the following weeks tasks . We select a leader upon starting the Lams activity ,Yes,Extremely happy,10,10,10,10,4,5,5,4,5,3,4,7,6,7,4,1,2,1,1,2,3,2,3,1,1,1,1,Yes,1,2,1,2,Unsure,,,,,,
3/16/2021 6:55,3/16/2021 6:58,IP Address,100,215,TRUE,3/16/2021 6:58,R_2bHtK3GM879aIXr,anonymous,EN,Super Scrubs,Team leadership was shared between all team members throughout the term and decisions were made in democratic way,,"Once we settle into our breakout room, we ask who wants to be the leader for the day. A person volunteers and shares the screen, then we proceed with the activity.",Yes,Extremely unhappy,10,10,10,10,4,5,1,2,2,3,2,6,5,7,6,1,2,1,2,1,1,1,1,1,2,1,1,Yes,1,1,1,1,No,,,,,,
3/16/2021 12:36,3/16/2021 12:41,IP Address,100,299,TRUE,3/16/2021 12:41,R_3KBY1elKZsjsnyU,anonymous,EN,The Painkillers,Team leadership was shared between all team members throughout the term and decisions were made in democratic way,,basically every time we had a T-rat someone would share their screen and ask the group if they all agreed. For other tasks we had shared roles no one was really a team leader but only like 4 people spoke in the group and participated,Yes,Somewhat happy,10,7,9,8,4,5,3,4,4,2,5,5,2,3,2,4,5,4,5,1,1,1,1,2,3,4,4,Yes,2,1,1,4,No,,,,,,
3/16/2021 22:58,3/16/2021 23:09,IP Address,100,669,TRUE,3/16/2021 23:09,R_2CJIAls9gFe2sF0,anonymous,EN,I Dottori,Team leadership rotated based on the task our team was performing,,We usually enter LAMS and then someone volunteers to be the team leader ,No,Extremely happy,10,10,10,10,4,2,1,3,1,1,2,4,5,4,4,3,4,4,4,3,6,5,6,5,5,5,5,No,,,,,No,,,,,,
3/18/2021 7:20,3/18/2021 7:26,IP Address,100,349,TRUE,3/18/2021 7:26,R_2vieSFmKjaCDNrk,anonymous,EN,Vitamin IQ Deficiency,Team leadership rotated based on the task our team was performing,,it was discussed between the teem and anyone would volunteer for it,No,Extremely happy,10,10,10,7,4,4,2,4,2,1,4,4,4,4,3,3,3,4,4,4,4,3,3,3,5,4,4,No,,,,,No,,,,,,
3/15/2021 5:31,3/15/2021 5:32,IP Address,13,57,FALSE,3/22/2021 5:32,R_1golMxIQwoFt4tH,anonymous,EN,I Dottori,Team leadership was shared between all team members throughout the term and decisions were made in democratic way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2021 6:27,3/16/2021 6:27,IP Address,6,11,FALSE,3/23/2021 6:27,R_3RkC7OdihH1F49Q,anonymous,EN,The Painkillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2021 6:31,3/16/2021 6:32,IP Address,13,67,FALSE,3/23/2021 6:32,R_ywiDxEPRIzjjuSJ,anonymous,EN,I Dottori,Team leadership was shared between all team members throughout the term and decisions were made in democratic way,,we choose a leader every lesson and give our opinions during class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2021 5:31,3/17/2021 1:12,IP Address,13,157285,FALSE,3/24/2021 1:12,R_1Q6L2YoQi1qNq7t,anonymous,EN,Team Blood and Guts,Team leadership was shared between all team members throughout the term and decisions were made in democratic way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2021 6:27,3/17/2021 14:01,IP Address,13,113612,FALSE,3/24/2021 14:01,R_qw1DkREEfJWN10R,anonymous,EN,Super Scrubs,"Although we did not formally elect a team leader, one of the team members assumed team leader role early in the term",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2021 8:40,3/21/2021 22:14,IP Address,13,48847,FALSE,3/28/2021 22:14,R_3fNphkE0uWnVLpC,anonymous,EN,Team Blood and Guts,Team leadership rotated based on the task our team was performing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
